Quality	String
Other_simple	爱新觉罗.敦诚诗作《过耶律文正王墓》中“耶律文正王”指谁？
Other_simple	耶律文正，名楚材，字晋卿，取自：“楚虽有材，晋实用之。”其出处是哪本典籍？
Other_simple	“相盘结，性命坚，却能火里种金莲。”这话出自某名著谁口？
Other_simple	《寄怀曹雪芹》：“劝君莫弹食客铗，劝君莫叩富儿门。残羹冷炙有德色，不如著书黄叶村。”作者是？
Other_simple	“菩提本无树，明镜亦非台。”佛偈作者的俗家姓氏是什么？
Other_simple	卢兴祖之女卢氏为千古伤心词人的原配，词人为原配所写的第一首悼亡词的词牌是？
Other_simple	金缕曲，初名“贺新郎”、因为谁的词作中有“谁为我唱金缕”而易名？
Other_simple	《碧鸡漫志》说：叶梦得得苏之六七分，而叶梦得之舅得七八分。”句中“叶梦得之舅”是？
Other_simple	晁补之晚年自号“归来子”并修建“归来园”，此举是对哪名妹纸藏书楼的仿效？
Other_simple	李清照赌博秘籍《打马图经序》：“小至于掷豆起蝇。”句中“掷豆起蝇”指某古人能以绿豆击打苍蝇，并且能够赤手捉苍蝇，此神人是谁？
Other_simple	李白《蜀道难》诗文中有一个八字成语，形容地势非常险峻，该成语是？
Other_simple	《蜀道难》中的“一夫当，万夫莫开”所指关口的开凿涉及“五丁被迫开山”一事，后来秦国哪名大将经此道而灭蜀？
Other_simple	罗香林为现代客家学大师，毕业于清华大学历史系，他的老师除“五星聚奎”之一梁启超外，还有哪名学者？
Other_simple	“五十之年，只欠一死，经此事变，义无再辱。”请问这是哪位著名学者的遗书内容？
Other_simple	“我只愿面朝大海，春暖花开。”作者卧轨自杀的地点是？
Other_simple	海子卧轨于山海关附近而死，所留遗书为九个字，九字是？
Other_simple	“天门日射黄金榜，春殿晴曛赤羽旗。”作者的先祖为汉武帝时期的哪名酷吏？
Other_simple	王国维自沉之因虽不明，他自沉的地点为颐和园的哪个湖泊？
Other_simple	“今宵酒醒何处？杨柳岸，晓风残月。”作者第一次参加科举时所作词牌的题目是什么？
Other_simple	诗句：“春馀草木繁，耕种满田园。酌酒聊自劝，农夫安与言。”出自哪位诗人的作品
Other_simple	“江南可采莲，莲叶何田田。”出自哪部诗歌集
Other_simple	李白的《子夜吴歌 夏歌》中写道：“镜湖三百里，菡萏发荷花。”请问诗中的“菡萏”指的是什么样形态的荷花？
Other_simple	诗句：“荷花兼柳叶，彼此不胜秋。玉露滴初泣，金风吹更愁。”出自哪位诗人作品？
Other_simple	元稹的《连昌宫词》是一首长篇叙事诗。反映了自唐玄宗时期，至唐宪宗时期的兴衰历程，其中有诗云：“百官队仗避岐薛，杨氏诸姨车斗风。”请问“杨氏诸姨”指的是哪些人？
Other_simple	诗句：“兴庆首行千命妇，会稽旁带六诸侯。”出自哪位诗人的作品？
Other_simple	“碧玉眼睛云母翅，轻于粉蝶瘦于蜂。”描写的是哪种昆虫？
Other_simple	“鸟鸣山更幽”出自王维的《入若耶溪》。请问，根据诗作记载，诗人除了借“鸟鸣声”突显深山静谧之外，还借用了哪种昆虫的声音？
Other_simple	“螽斯羽，薨薨兮。”形容的是蝈蝈群飞嗡嗡嗡的情景，出自《诗经 螽斯》。请问这句诗是借“螽斯”颂祝什么？
Other_simple	历代文人常以宫女的怨情为题，请问现存最早的宫怨诗是哪首？
Other_simple	“却下水晶帘，玲珑望秋月。”出自哪位诗人的宫怨诗？
Other_simple	“西宫夜静百花香，欲卷珠帘春恨长。”出自哪位诗人的宫怨诗？
Other_simple	苏轼是美食家，“宁可食无肉”一句其实突显某种植物在他心目中的地位，请问让苏轼宁可不吃肉的植物是什么？
Other_simple	古时候旅客为了安全，一般都会“未晚先投宿，鸡鸣早看天。”请问温庭筠哪首羁旅行役诗符合“鸡鸣早看天”的说法？
Other_simple	“日出而作，日入而息。凿井而饮，耕田而食。”出自先秦的《击壤歌》。请问“壤”是指什么?
Other_simple	李煜的存世词作仅有四十首，请问描写梦境的词一共有几首？
Other_simple	“千里江山寒色暮，芦花深处泊孤舟，笛在月明楼。”出自何人之手？
Other_simple	“南来尚怯吴江冷，北狩应悲易水寒。”出自哪位词人之手？
Other_simple	“二月杨花轻复微，春风摇荡惹人衣。”描写哪种植物？
Other_simple	“何处好风偏似雪，隋河堤上古江津。”描写哪种植物？
Other_simple	“不摇香已乱，无风花自飞。”描写哪种植物？
Other_simple	“落絮无声春望归，行云有影月含羞。”出自哪位词人之手？
Other_simple	“绿暗长亭，归梦趁飞絮。”出自哪位词人之手？
Other_simple	“剑南春色还无赖，触忤愁人到酒边。”出自哪位诗人的作品？
Other_simple	清代王士祉评价两位宋代词人说：“婉约以易安以宗，豪放以幼安为首。皆吾济南人，难乎为继矣。”请问他说的是哪两位词人？
Other_simple	著名山水画大师李可染有一幅《苦吟图》。画作上的款识为：“夜吟晓不休，苦吟神鬼愁。两句三年得，一吟双泪流。”这几句诗出自哪两位诗人之手？
Other_simple	韩愈的《师说》中写道：“孔师郯子、苌弘、师襄、老聃。”请问孔子向师襄学习了什么？
Other_simple	五个关键词猜一个人：“英年早逝，杀人，道士，温庭筠，女诗人”？
Other_simple	“溪壑无餍，固不足责。”这是陆游在他的《家训》当中教导儿子的话，据这一句家训分析，陆游是希望儿子不要做什么人？
Disorder_simple	五个成语各取一字组成一句诗：“天马行空，粉饰太平，雕虫小技，人去楼空，油然而生。”
Other_simple	“谢诗如芙蓉出水，颜如错来缕金。”出自钟嵘的《诗品》。请问诗中的“谢诗”指的是谁的诗文？
Other_simple	五个关键词猜一个人：“爱酒，量革履，无弦琴，隐居，桃花源”？
Other_simple	宋代钱塘歌女琴操因为喜欢某位词人的作品，将这位词人一首词中的词句改成了“画角声断斜阳，暂停片辔，聊共引离觞。”请问据修改后的词句来分析，琴操改的是哪位词人的作品？
Other_simple	据白居易的《观刈麦》记载，去田里送水的是什么人？
Other_simple	在刘克庄的《念奴娇》中，借用了哪位思想家来形容自己和朋友？
Other_simple	“但原众生皆得饱，不辞赢病卧残阳。”出自宋代诗人李纲的笔下。请问作者借哪种动物来抒发自己的悲怆？
Other_simple	“东山高卧时起来，欲济苍生未应晚。”出自李白的《梁园吟》。这句诗里蕴含了一个和东晋宰相谢安有关的成语典故。请问是哪个典故？
Other_simple	《诗经 伯兮》中写道：“焉得谖草，言树之背。” 中的“谖草”是指什么？
Other_simple	“载驰载驱，归唁卫侯。”出自《诗经 国风 载驰》。这是一首表达强烈爱国主义的诗篇。这首诗的作者是位女诗人，请问她是谁？
Other_simple	《三字经》中写道：“谢道韫，能咏吟。”指的是谢道韫咏吟哪句诗的故事？
Other_simple	“彤管有炜”这个词出自《诗经》的哪一篇？
Disorder_simple	五个成语各取一字组成一句诗：“国色天香，生机勃勃，目光如豆，北雁南飞，面红耳赤。”
Other_simple	成语：“一往情深”是哪位诗人的典故？
Other_simple	成语：“前倨后恭”是谁的典故？
Other_simple	成语：“卿卿我我”是哪位诗人的典故？
Other_simple	范成大的《四时田园杂兴》中写道：“童孙未解供耕织，也傍桑阴学种瓜。”请问这首诗描写的是什么季节的农家生活？
Other_simple	王建在描写山村农忙的图景时，写了这样的诗句：“妇姑相唤浴蚕去，闲看中庭桅子花。”请问诗中的“妇姑”一般指的是什么人？
Other_simple	“饱食无所劳，何殊卫人鹤。”出自白居易的《观嫁》。这是诗人对农家生活的描写。据诗中记载将什么人比作“卫人鹤”？
Other_simple	“仓头买券槐阴凉，清严官吏两平量。”出自北宋文学家张耒的《输麦行》。请问诗中的“仓头”是对谁的称呼？
Other_simple	纳兰性德的《沁园春 丁巳重阳前三日》中写道：“重寻碧海茫茫。”化用了“上穷碧落下黄泉，两处茫茫皆不见。”请问是出自哪位诗人的作品？
Other_simple	陆游在多少岁时创作了《沈园二首》？
Other_simple	《沈园》是陆游为悼念唐琬的一首诗，其中：“此身行作稽山土，犹吊遗踪一泫然。”据诗中描述唐琬此时大概逝世多久了？
Other_simple	“葛生蒙棘，蔹蔓于域。”出自《诗经 葛生》。请问诗中的“域”是什么意思？
Other_simple	《诗经》当中的哪一篇被后人叫作“悼亡诗之祖”？
Other_simple	“伤心千里江南，怨曲重招，断魂在否。”出自《莺啼序 春晚感怀》。请问这首词出自何人之手？
Other_simple	悼念亡妾的著名作品当中篇幅最长，最完整，最能反映与亡妾爱情关系的是哪部作品？
Other_simple	李颀在《琴歌》中写道：“主人有酒欢今夕，请奏鸣琴广陵客。”请问诗中的“广陵客”指的是谁？
Other_simple	“问渠哪得清如许，为有源头活水来。”出自宋代理学家朱熹的笔下。这首诗是朱熹在做什么事情时得到的感悟？
Other_simple	一位诗人兼美食家对竹笋和猪肉情有独钟，曾在一次美食派对上信手写下一首诗：“可使食无肉，不使居无竹。无肉令人瘦，无竹令人俗。”请问他是谁？
Other_simple	“去来固无迹，动息如有情。”出自王勃的一首咏物诗。请问王勃咏叹的是什么？
Other_simple	“谁道使君不解歌，听唱黄鸡与白日。”出自白居易的《醉歌》。苏轼在《淙溪沙 游蕲水清泉诗》中有一句化用了白居易的这句诗，请问是哪一句？
Other_simple	根据元好问的《摸鱼儿 雁丘词》的记载，作者是因为要去做什么事才遇到捕雁人？
Other_simple	欧阳修曾经评价过一位诗人：“其大者固已魁垒，其于小者亦可以中尺度”。请问他评价的是谁？
Other_simple	元好问在《论诗》中写了一个喜欢关起门来作诗的苦吟诗人，诗中写道：“传语闭门陈正字，可怜无补费精神。”请问写的是谁？
Other_simple	贾岛因为斟酌：“鸟宿池边树，僧敲月下门。”的诗句冲撞了一位京兆尹，留下了推敲的经典故事。请问这位京兆尹是谁？
Other_simple	贾岛曾经国为吟诗而冲撞了京兆尹刘栖楚，请问他正斟酌的是哪句诗？
Other_simple	有一位苦吟诗人四十多岁中进士后担任官职，却无心公务，每天外出吟诗作句，上司看不过去了，于是就拿走了他一半俸禄，导致他辞官了。请问他是谁？
Other_simple	《红梦楼》第四十八回中林黛玉让香菱去读《王摩诘全集》，读到王维的“渡头余落日，墟里上孤烟。”一句，香菱觉得“上孤烟”很好，但林黛玉说这是化用前人的“暖暖远人村，依依墟里烟。”一句。请问这句诗是出自何人之作？
Other_simple	王维的《洛阳女儿行》中写道：“谁怜越女颜如玉，贫贱江头自淙纱。”中的“越女”指的是谁？
Other_simple	“看花满眼泪，不共楚王言。”出自王维的笔下。请问据记载，不肯和楚王讲话的妇人是谁？
Other_simple	王维晚年的作品《渭川田家》，以农村的闲适景色，反映了他对官场生活的厌恶。请问据记载，农家的安逸生活让诗人不禁吟起《诗经》的哪首诗？
Other_simple	“休垂绝徼千行泪，共泛清泪一叶舟。”出自哪位诗人的哪首作品？
Other_simple	《花间集》的成书年代是什么？
Other_simple	《花间集》这本书收录多少位词人的词？
Other_simple	《诗经 王风 采葛》中写道：“一日不见，如三秋兮。”请问句中蕴含着哪个成语？
Other_simple	《诗经 郑风 将仲子》中写道：“人之多言，亦可畏也。”请问句中蕴含着哪个成语？
Other_simple	成语：“孔武有力”出自《诗经 郑风 羔裘》的哪一句？
Other_simple	成语：“颜如舜华”出自《诗经》的哪一篇？
Other_simple	成语：“德音不忘”出自《诗经》的《郑风 有女同车》？请问是哪一句？
Other_simple	成语：“山有扶苏”出自《诗经》的哪一篇？
Other_simple	《诗经 郑风 风雨》：“风雨凄凄，鸡鸣喈喈。既见君子，云胡不夷。”请问句中包含着哪个成语？
Other_simple	《诗经 郑风 风雨》：“风雨潇潇，鸡鸣胶胶。既见君子，云胡不瘳。”请问句中包含着哪个成语？
Other_simple	“风雨如晦，鸡鸣不已。既见君子，云胡不喜。”出自《诗经》的哪一篇？
Other_simple	“出其东门，有女如云。虽则如云，匪我思存。”出自《诗经》的哪一篇？
Other_simple	“野有蔓草，零露溥兮。有美一人，清扬婉兮。”出自哪里？
Other_simple	成语：“邂逅相遇”出自《诗经 郑风 野有蔓草》中的哪一句？
Other_simple	“蓺麻如之何，衡从其亩。取妻如之何，必告父母。既曰告止，曷又鞠止。”出自哪里？
Other_simple	成语：“不稼不穑”出自《诗经 魏风 伐檀》中的哪一句？
Other_simple	“硕鼠硕鼠，无食我黍。三岁贯女，莫我肯顾。逝将去女，适彼乐土。乐土乐土，爰得我所。”出自《诗经 魏风 硕鼠》。请问句中出现哪个成语？
Other_simple	《诗经 唐风 蟋蟀》中写道：“蟋蟀在堂，岁聿其莫。今我不乐，日月其除。”请问句中包含着哪个成语？
Other_simple	《诗经 唐风 蟋蟀》中写道：“蟋蟀在堂，岁聿其逝。今我不乐，日月其迈。”请问句中包含着哪个成语？
Other_simple	成语：“颜如舜英”出自《诗经 郑风 有女同车》。请问是当中的哪一句？
Other_simple	成语：“山有桥松”出自《诗经 郑风 山有扶苏》。请问是当中的哪一句？
Other_simple	成语：“脊令在原，兄弟急难。”出自《诗经 小雅 常棣》中的哪一句？
Other_simple	成语：“兄弟阋于墙，外御其务。”出自《诗经 小雅 常棣》中的哪一句？
Other_simple	成语：“出自幽谷，迁于乔木。”出自《诗经 小雅 伐木》中的哪一句？
Other_simple	成语：“载饥载渴”出自《诗经 小雅 采薇》中的哪一句？
Other_simple	成语：“载沉载浮”出自《诗经 小雅 菁菁者莪》中的哪一句？
Other_simple	“君子于役，不日不月，曷其有佸？”出自《诗经》中的哪一篇？
Other_simple	“中谷有蓷，暵其修矣。有女仳离，条其啸矣。条其啸矣，遇人之不淑矣。”出自《诗经》中的哪一篇？
Other_simple	“彼其之子，硕大无朋。”出自《诗经》中的哪一篇？
Other_simple	“绸缪束薪，三星在天。今夕何夕，见此良人。子兮子兮，如此良人何。”出自《诗经》中的哪一篇？
Other_simple	“独行踽踽，岂无他人，不如我同父。”出自《诗经》中的哪一篇？
Other_simple	“葛生蒙楚，蔹蔓于野。予美亡此，谁与独处。”出自《诗经》中的哪一篇？
Other_simple	“言念君子，温其如玉。在其板屋，乱我心曲。”出自《诗经》中的哪一篇？
Other_simple	“岂曰无衣，与子同袍。王于兴师，修我戈矛，与子同仇。”出自《诗经》中的哪一篇？
Other_simple	“无冬无夏，值其鹭羽。”出自《诗经》中的哪一篇？
Other_simple	“彼泽之陂，有蒲与荷。有美一人，伤如之何。寤寐无为，涕泗滂沱。”出自《诗经》中的哪一篇？
Other_simple	“鳲鸠在桑，其子七兮。淑人君子，其仪一兮。其仪一兮，心如结兮。”出自《诗经》中的哪一篇？
Other_simple	梅艳芳的一首《女人花》中的歌词：“爱过知情重，醉过知酒浓。”这句歌词其实出自胡适的现代诗“醉过才知酒浓，爱过才知情重。你不能做我的诗，正如我不能做你的梦。”请问，胡适这首诗叫什么名字？
Other_simple	唐代女诗人鱼玄机13岁的时候因为一首咏物诗而名满京城，据说这是诗人温庭筠亲自出题，试其才情，请问温庭筠给的是什么题呢？
Other_simple	“执手相看泪眼，竟无语凝噎。”出自柳永的《雨霖铃 寒蝉凄切》，生动形象地表现了作者和心爱之人的离愁别绪。请问，作者当时是因为什么原因和爱人分别？
Other_simple	“思为双飞燕，衔泥巢君屋。”出自《古诗十九首》。借飞燕双双衔泥巢屋之语传达情人永结伉俪的深情。请问这句诗出自《古诗十九首》的哪一篇？
Other_simple	“更忆将雏日，同心莲叶间。”出自一位女诗人的《池上双鸟》。以鸟喻人，表达了作者希望与心爱之人长相思守的心情。请问她是谁？
Other_simple	“佣书贩舂”这是李商隐年少时清贫生活的写照，请问小童工李商隐当时佣书的工作指的是为别人做什么来挣钱的？
Other_simple	“青女素娥俱耐冷”出自李商隐的笔下。青女和素娥都是上古神话人物，“素娥”是指嫦娥。请问“青女”是主管什么的女神？
Other_simple	李商隐在《筹笔驿》中写道：“鱼鸟犹疑畏简书，风云常为护储胥。”这句诗表达的是对一位治军严明的历史人物的崇敬。请问李商隐崇敬的是谁？
Other_simple	“万里相逢欢复泣，凤巢西隔九重门。”出自李商隐的《赠刘司户蕡》。请问“九重门”指的是谁居住的地方？
Other_simple	“合昏尚知时，鸳鸯不独宿。”出自哪位诗人的作品？
Other_simple	“想君魂魄千秋后，却悔初无二顷田。”感叹的是哪位纵横家的一生？
Other_simple	曹丕在世时喜欢一种水果，曾在《诏群医》中对这种水果做了这样的描述：“甘而不饴，酸而不脆，冷而寒，味长汁多，除烦解渴。又酸以为酒，甘于鞠蘖，善醉而易醒。”请问这是什么水果？
Other_simple	身为政治家，曹操的理想在诗词当中常有所体现。《短歌行》表达了他希望效仿前贤，招贤纳士的句子是哪几句？
Other_simple	建安七子的说法源于曹氏三杰当中的某一位，在其作品《典论 论文》当中，对同时期的文人的评语。请问这是“曹氏三杰”中的哪一位？
Other_simple	《武林外传》中的台词：“看郭靖杨过，不通文采；乔峰段誉，略嫌老套。一代宗师，东方不败，只知深闺绣花鸟。”请问仿照的是毛泽东的哪首词？
Other_simple	曹植有感于宋玉的哪篇作品而创作了《洛神赋》？
Other_simple	毛泽东的《清平乐 会昌》中写道：“踏遍青山人未老，风景这边独好。”其中“踏遍青山人未老”是作者对“行遍天涯真老矣”这句反其意而用之。请问“行遍天涯真老矣”出自哪位诗人之手？
Other_simple	“君今不幸离人世，国有疑难可问谁。”出自毛泽东的一首悼亡诗。请问这首诗是为谁悼念的？
Other_simple	中国文学史上第一部文学理论的批评专著是什么？
Other_simple	历史上第一次把“鸳鸯比作夫妻”的诗人是谁？
Other_simple	“兰亭宴罢方回去，雪夜诗成道韫归。”出自李商隐的笔下。请问这句诗提到了哪两个历史人物？
Other_simple	李清照自号易安居士，那么易安二字取自陶渊明《归去来兮辞》当中某句之雅意。请问是哪一句？
Other_simple	唐代诗人皮日休在一首诗中写道：“玉刻冰壶含露湿，斓斑似带湘娥泣。萧娘初嫁嗜甘酸，嚼破水精千万粒。”请问这首诗描写的是哪种水果？
Other_simple	唐寅有一幅名画叫《秋风纨扇图》。画中有题诗：“秋来纨扇合收藏，何事佳人重感伤。”唐寅在这里借了哪位皇帝的妃子如“秋扇被弃”的典故？
Other_simple	《诗经》分为风、雅、颂三部分，其中哪一部分的诗篇的数量最少？
Other_simple	“青眼”表示对人喜爱或者尊重，“白眼”那就是憎恶，瞧不起。请问“青白眼”和竹林七贤哪位名士有关？
Other_simple	纳兰性德的哪两部作品被后人合称为《纳兰词》？
Other_simple	他出身于书香门第，是个品学兼优的才子，虽然日子过得并不富裕，但却是个为民做主的清官。他多才多艺，行事坦然，骨子里透着一股怪味儿，他是个爱骂人的卖画人，留下了“难得糊涂”的箴言。请问他是谁？
Disorder_simple	五个成语各取一字组成一句诗：“天无二日，一诺千金，入木三分，万里无云，人去楼空”
Disorder_simple	五个成语各取一字组成一句诗：“天下无双，不闻不问，苍松翠柏，才子佳人，金童玉女。”
Other_simple	“山鸡照影空自爱，孤鸾舞镜不作双。”出自黄庭坚的《睡鸭》。这句诗用到了哪个成语典故？
Other_simple	《武林外传》有一句台词：“小郭手中线，小贝身上包。临行密密缝，盼她得分高。”请问仿照的是哪位诗人的诗？
Other_simple	“老马夜知道，苍鹰饥著人。”出自杜甫的《观安西兵过赴关中待命》。请问这句诗用到了哪个和“马”有关的典故？
Other_simple	“田中牧竖烧刍狗，陌上行人看石麟。”出自刘禹锡的《汉寿城春望》。整首诗抒发了作者被贬之后的伤感。请问诗中的“刍狗”是指什么？
Other_simple	《诗经》中写道：“硕鼠硕鼠，无食我黍。三岁贯女，莫我肯顾。”请问这首诗是哪国的民歌？
Other_simple	“秦筑长城城城已摧，汉武北上单于台。”出自何人之手？
Other_simple	《诗经 鄘风 干旄》中写道：“孑孑干旄，在浚之郊。素丝纰之，良马四之。”请问诗中蕴含首哪个成语？
Other_simple	“载驰载驱，归唁卫侯。”出自《诗经》中的哪一篇？
Other_simple	成语：“如切如磋，如琢如磨。”出自《诗经 卫风 淇奥》中的哪一句？
Other_simple	“手如柔荑，肤如凝脂。领如蝤蛴，齿如瓠犀，螓首蛾眉。巧笑倩兮，美目盼兮。” 出自《诗经》中的哪一篇？
Other_simple	成语“泣涕涟涟”出自《诗经 卫风 氓》中的哪一句？
Other_simple	成语“载笑载言”出自《诗经 卫风 氓》中的哪一句？
Other_simple	“士之耽兮，犹可说也；女之耽兮，不可说也。”出自《诗经》中的哪一篇？
Other_simple	“士也罔极，二三其德。”出自《诗经》中的哪一篇？
Other_simple	成语“及尔偕老”出自《诗经 卫风 氓》中的哪一句？
Other_simple	成语“言笑晏晏”出自《诗经 卫风 氓》中的哪一句？
Other_simple	“信誓旦旦，不思其反。反是不思，亦已焉哉。”出自《诗经》中的哪一篇？
Other_simple	“载驰载驱，周爰咨诹。”出自《诗经》中的哪一篇？
Other_simple	“之子无良，二三其德。”出自《诗经》中的哪一篇？
Other_simple	《红楼梦》第六十三回中，林黛玉抽到了一根花签，上面写着“风露清愁”四个字，花签中有诗句：“莫怨东风当自嗟。”请问这句诗出自哪位诗人的诗？
Other_simple	《西游记》中有句台词：“自古多情空余恨，此恨绵绵无绝期。”出自两首不同的诗，请问分别是哪两首诗？
Other_simple	在《红楼梦》的七十回，书中的人物写了什么词在一定程度上反映出她们出身的命运？
Other_simple	《红楼梦》中“飘泊亦如人命薄，空缱绻，说风流。”出自何人之手？
Other_simple	“谁谓含愁独不见，更教明月照流黄。”出自谁的作品？
Other_simple	“燕子楼中霜月夜，秋来只为一人长。”出自谁的作品？
Other_simple	“他时若遂凌云志，敢笑黄巢不丈夫。”这是《水浒传》第三十九回中，宋江吟出的反诗《浔阳江凌云志》。说是反诗是因为提到了黄巢，请问黄巢是哪个时期的农民起义的领袖？
Other_simple	“红颜胜人多薄命，莫怨东风当自嗟。”出自欧阳修的笔下，请问这句诗感慨哪位美人的命运？
Other_simple	有一首千古传诵的名篇在开篇当中写道：“有一美人兮，见之不忘。一日不见兮，思之如狂。”表达了热烈而又深挚的相思之情，请问这首情诗演绎的是哪对情侣的爱情故事？
Other_simple	“思悠悠，恨悠悠，恨到归时方始休，月明人倚楼。”这首词写的是一位女子倚楼怀人，饱受相思之痛、离别之苦，请问，这首闺怨名篇出自谁的笔下？
Other_simple	“常羡人间琢玉郎，天教分付点酥娘。”出自谁的作品？
Other_simple	一位女诗人曾经写下：“忆君心似西江水，日夜东流无歇时。”一句，借此表达诗人对远方情郎的相思之情。请问这位女诗人是谁？
Other_simple	“弓背霞明剑照霜，秋风走马出咸阳。”出自谁的作品？
Other_simple	《红楼梦》中“岂是绣绒残吐，卷起半帘香雾。”出自何人之手？
Other_simple	《木兰辞》中写道：“朔气传金柝，寒光照铁衣。”诗中的“金柝”是一件两用的东西。晚上可以用来打更，白天可以用来做什么？
Other_simple	《孔雀东南飞》中焦仲卿和刘兰芝去世之后，两家人将二人合葬，并且在坟墓周围种了一些树，除了梧桐之外，还有哪种树？
Other_simple	周敦颐的《爱莲说》中写道：“予谓菊，花之隐逸者也；牡丹，花之富贵者也。”据记载，作者认为“莲”是花中的什么呢？
Other_simple	“他年名上凌烟阁，岂羡当时万户侯。”出自诗僧贯休的笔下。请问这是诗人为祝贺谁升职所写的？
Other_simple	《诗经 小雅 斯干》中写道：“弄璋之喜，弄瓦之喜。”请问这是为了庆祝什么？
Other_simple	《红楼梦》中“三春事业付东风，明月梅花一梦。”出自何人之手？
Other_simple	苏轼《定风波 常羡人间琢玉郎》当中写道：“常羡人间琢玉郎，天教分付点酥娘。”请问这两句词当中暗指了哪两个人？
Other_simple	“旅馆寒灯独不眠，客心何事转凄然。”
Other_simple	“半盏屠苏尤未举，灯前小草写桃符。”出自陆游的《除夜雪》。诗中的“屠苏”是指酒，请问喝屠苏酒主要是为了什么？
Other_simple	诗僧贯休有诗云：“他年名上凌烟阁，岂羡当时万户侯。”请问诗中的“凌烟阁”最初是哪位皇帝为怀念功臣所建的？
Other_simple	“入春才七日，离家已二年。”出自南北朝诗人薛道衡的笔下。这是诗人正月初七思念家乡的时候写下的，请问，相传正月初七又叫什么日？
Other_simple	“白须如雪五朝臣，又值新正第七旬。”出自唐代哪位著名诗人？
Other_simple	《应诏赋得除夜》这是唐代诗人史青在除夕的时候写的一首诗。请问诗中“风光人不觉，已著后园梅。”中的“著梅”指的是什么状态的梅花？
Other_simple	《江上渔者》出自范仲淹的笔下。据诗中描述，江上的客人都偏爱哪种鱼？
Other_simple	苏东坡的《淙溪沙》中写道：“西塞山边白鹭飞，散花洲外片帆微，桃花流水鳜鱼肥。自庇一身青箬笠，相随到处绿蓑衣，斜风细雨不须归。”请问苏轼是化用了哪位诗人的作品？
Other_simple	很多大诗不但爱酒，也爱美食。相传历史上哪位诗人是因为吃鱼导致旧疾复发去世？
Other_simple	白居易的《放鱼》中写道：“青青芹蕨下，叠卧双白鱼。无声但呀呀，以气相煦濡。”隐含着哪个成语？
Other_simple	白居易的作品《喜入新年自咏》是在他多少岁时写的？
Other_simple	“孟冬寒气至，北风何惨粟。”出自《古诗十九首》。是一位女子思念远方爱人的自述。请问这里的“孟冬”指的是农历几月？
Other_simple	“含情欲说宫中事”出自朱庆馀的《宫词》。词中两个宫女因有什么动物在跟前，不敢说出自己的心事？
TheMeaningOfWords_multi	苏轼曾经借春日美景抒发了人生苦短的事情。他写道：“惆怅东栏二株雪，人生看得几清明。”请问诗中的“雪”指的是什么？
TheMeaningOfWords_multi	《琵琶行》中写道：“弟走从军阿姨死，暮去朝来颜色故。”这是诗中的歌女自述身世经历时说的话，请问句中的“颜色故”指的是什么意思？
TheMeaningOfWords_multi	“不愿君王召，愿得柳七叫。”中的“柳七”是谁？
Other_simple	宋代某位隐士经常在家以“歌女表演”宴客，引来妻子不满进而大喊大叫。苏轼曾写下：“忽闻河东狮子吼，拄杖落手心茫然。”一句取笑这位隐士，请问这位“妻管严”的隐士是谁？
Other_simple	“伤情燕足留红线，恼人鸾影闲团扇。”中的“燕足留红线”和哪位歌女有关？
Other_simple	《红楼梦》第七十六回中写道：“寒塘渡鹤影，冷月葬花魂。”请问前半句和后半句分别是书中谁的笔下？
Other_simple	“天边心胆架头身，欲拟飞腾来有因。”描写的是哪种动物？
TheMeaningOfWords_multi	欧阳修的词：“群芳过后西湖好，狼籍残红，飞絮蒙蒙，垂柳阑干尽日风。”描写的是哪个西湖？
Other_simple	“一从陶令评章后，千古高风说到今。”这是《红楼梦》中《咏菊》的佳作。请问诗中的“陶令”是谁？
Other_simple	“春岸绿时连梦泽，夕波红处近长安。”出自白居易的《题岳阳楼》。“夕波红处近长安”暗用了日近长安远的典故。请问这个典故与哪位皇帝有关？
Other_simple	陆游的《读书》中写道：“读书本意在元元。”认为读书是为了百姓，尽管视力不如以前，但还是规定自己读完了多少字的书？
Other_simple	浙江德清县有一座祠堂，祠堂里有一尊唐代诗人的塑像。有一幅坚联是这么写的：“名诗一首抒尽人间母子情，巨篇五百咏遍天下平民心。”请问这位诗人是谁？
Other_simple	《红楼梦》中有诗云“一从陶令评章后，千古高风说到今。”诗中的“陶令”就是陶渊明。请问“令”字指的是陶渊明曾经在哪里做过八十多天的县令？
Other_simple	“寄蜉蝣于天地，渺沧海之一粟。”出自哪里？
Other_simple	“妆罢低声问夫婿，画眉深浅入时无。”出自《近试上张水部》。这是一位男诗人以新娘自比，借机向张水部打听主考官的心思。那么写诗的这位男新娘是谁？
Other_simple	有一幅全景山水画叫《匡庐图》。画上题诗：“匡庐山前三峡桥，悬流溅扑鱼龙跳。羸骖强策不肯度，古木惨淡风萧萧。”折射了作者的一段坎坷经历。请问这幅画的作者是谁？
Other_simple	“阊阖千门万户开，三郎沉醉打球回。”出自晁说之的《打球图》。诗中的提到的这位三郎是哪位帝王在球场上的绰号？
Other_simple	“姑妄言之姑听之，豆棚瓜架雨如丝。料因厌作人间语，爱听秋坟鬼唱时。”出自王士祯的笔下。请问作者是在描写清朝哪一部文学作品？
Other_simple	五个关键词猜一个人：“帅歌，鬼城墙，状元，抗元，正气歌”
Other_simple	《桃花源记》是陶渊明的代表作。据文中记载，渔人离开桃花源时，桃花源的人叮嘱了渔人一句什么话，请他不要泄露桃花源的秘密？
